"Berufsgruppe";"Bezeichnung"
"403";"Buchhändler/in (Hochschule)"
"301";"Buchwissenschaft (grundständig)"
"302";"Buchwissenschaft (weiterführend)"
"403";"Buchwissenschaftler/in"
"700";"Business-Analyst/in"
"700";"Business-Continuity-Manager/in"
"700";"Business-Development-Manager/in"
"700";"Business-Intelligence-Consultant"
"101";"Bäcker/in"
"401";"Bäckermeister/in/Bachelor Professional im Bäcker-Handwerk"
"700";"Börsenhändler/in"
"101";"Böttcher/in"
"401";"Böttchermeister/in/Bachelor Professional im Böttcher-Handwerk"
"101";"Büchsenmacher/in"
"401";"Büchsenmachermeister/in/Bachelor Professional im Büchsenmacher-Handwerk"
"700";"Bügler/in"
"301";"Bühnenbild (grundständig)"
"302";"Bühnenbild (weiterführend)"
"700";"Bühnenbild-Assistent/in"
"403";"Bühnenbildner/in"
"101";"Bühnenmaler/in und Bühnenplastiker/in - Malerei"
"101";"Bühnenmaler/in und Bühnenplastiker/in - Plastik"
"403";"Bühnentänzer/in"
"102";"Bühnentänzer/in (Ausbildung)"
"204";"Büroleiter/in - Handwerk und Mittelstand"
"101";"Bürsten- und Pinselmacher/in"
"401";"Bürsten- und Pinselmachermeister/in/Bachelor Professional im Bürsten- und Pinselmacher-Handwerk"
"205";"CAD-Fachkraft (ohne Schwerpunkt)"
"205";"CAD-Fachkraft - Bau"
"205";"CAD-Fachkraft - Metall"
"700";"CE-Beauftragte/r"
"205";"CNC-Fachkraft/NC-Anwendungsfachmann/-frau"
"700";"CRM-Consultant"
"700";"CRM-Manager/in"
"105";"Callcenteragent/in"
"700";"Campaigner/in"
"700";"Casting-Direktor/in"
"700";"Category-Manager/in"
"700";"Catering-Manager/in"
"700";"Change-Manager/in"
"700";"Chatbot-Entwickler/in"
"700";"Chefarzt/-ärztin"
"700";"Chefredakteur/in"
"301";"Chemie (grundständig)"
"302";"Chemie (weiterführend)"
"301";"Chemieingenieurwesen (grundständig)"
"302";"Chemieingenieurwesen (weiterführend)"
"101";"Chemielaborant/in"
"101";"Chemielaborjungwerker/in"
"101";"Chemikant/in"
"403";"Chemiker/in"
"102";"Chemisch-technische/r Assistent/in"
"301";"Chemische Biologie (grundständig)"
"302";"Chemische Biologie (weiterführend)"
"700";"Chief-Digital-Officer"
"700";"Chief-Information-Security-Officer"
"700";"Chief-Product-Officer"
"700";"Chief-Technology-Officer"
"700";"Chiefsteward/-stewardess"
"700";"Chiropraktiker/in"
"101";"Chirurgiemechaniker/in"
"401";"Chirurgiemechanikermeister/in/Bachelor Professional im Chirurgiemechaniker-Handwerk"
"403";"Choreograf/in"
"302";"Choreografie (weiterführend)"
"700";"Chorsänger/in"
"700";"City-/Flächen-Manager/in"
"700";"Claim-Manager/in"
"700";"Cloud-Architect"
"700";"Cloud-Consultant"
"105";"Clown/in"
"700";"Coach / Supervisor/in"
"301";"Coaching, Beratung, Supervision (grundständig)"
"302";"Coaching, Beratung, Supervision (weiterführend)"
"700";"Comic-Zeichner/in"
"700";"Community-Manager/in"
"700";"Compliance-Manager/in"
"403";"Computerlinguist/in"
"301";"Computerlinguistik (grundständig)"
"302";"Computerlinguistik (weiterführend)"
"301";"Computermathematik (grundständig)"
"302";"Computermathematik (weiterführend)"
"403";"Computermathematiker/in"
"403";"Computervisualist/in"
"301";"Computervisualistik (grundständig)"
"302";"Computervisualistik (weiterführend)"
"700";"Content Creator"
"700";"Content-Manager/in"
"700";"Content-Marketing-Manager/in"
"204";"Controller/in"
"700";"Corporate Profiler/in"
"105";"Croupier/Croupière"
"700";"Customer-Experience-Manager/in"
"700";"Cyber-Security-Consultant"
"700";"DTP-Fachkraft"
"101";"Dachdecker/in"
"401";"Dachdeckermeister/in/Bachelor Professional im Dachdecker-Handwerk"
"700";"Data Engineer"
"403";"Data Scientist"
"700";"Data-Analyst/in"
"700";"Data-Consultant"
"700";"Data-Warehouse-Analyst/in"
"700";"Datenerfasser/in"
"700";"Datenschutzbeauftragte/r"
"301";"Datenwissenschaft, Data Science (grundständig)"
"302";"Datenwissenschaft, Data Science (weiterführend)"
"700";"Dekontreiniger/in"
"700";"Demand Planner"
"700";"Demograf/in"
"302";"Denkmalpflege (weiterführend)"
"403";"Denkmalpfleger/in"
"301";"Dentalhygiene (grundständig)"
"401";"Dentalhygieniker/in/Bachelor Professional in Dentalhygiene"
"700";"Deployment-/Release-Manager/in"
"700";"Deponieleiter/in"
"301";"Design (grundständig)"
"302";"Design (weiterführend)"
"102";"Designer/in (Ausbildung) - Foto"
"102";"Designer/in (Ausbildung) - Grafik"
"102";"Designer/in (Ausbildung) - Kommunikationsdesign"
"105";"Designer/in (Ausbildung) - Medien"
"102";"Designer/in (Ausbildung) - Mode"
"102";"Designer/in (Ausbildung) - angewandte Formgebung, Schmuck und Gerät"
"403";"Designer/in (Hochschule)"
"105";"Desinfektor/in"
"101";"Destillateur/in"
"202";"Destillateurmeister/in"
"105";"Detektiv/in"
"301";"Deutsch als Zweit-/Fremdsprache (grundständig)"
"302";"Deutsch als Zweit-/Fremdsprache (weiterführend)"
"700";"DevOps Engineer"
"700";"Diabetesassistent/in"
"205";"Diabetesberater/in"
"205";"Diakon (katholisch)"
"205";"Diakon/in (evangelisch)"
"301";"Dienstleistungs-, Servicemanagement (grundständig)"
"302";"Dienstleistungs-, Servicemanagement (weiterführend)"
"700";"Dienstwagenfahrer/in"
"700";"Digital-Analyst/in"
"700";"Digital-Event-Manager/in"
"700";"Digital-Sales-Manager/in"
"301";"Digitale Geisteswissenschaften/Computerphilologie (grundständig)"
"302";"Digitale Geisteswissenschaften/Computerphilologie (weiterführend)"
"700";"Direktionsbevollmächtigte/r (Versicherung)"
"403";"Dirigent/in"
"301";"Dirigieren, Chorleitung (grundständig)"
"302";"Dirigieren, Chorleitung (weiterführend)"
"700";"Diskjockey"
"700";"Disponent/in - Güterverkehr"
"102";"Disponent/in - Integrierte Leitstelle"
"700";"Diversity-Manager/in"
"102";"Diätassistent/in"
"700";"Diätberater/in"
"205";"Diätkoch/-köchin"
"403";"Dokumentar/in"
"700";"Dokumentensachbearbeiter/in (Bank)"
"301";"Dolmetschen (grundständig)"
"302";"Dolmetschen (weiterführend)"
"403";"Dolmetscher/in"
"105";"Dolmetscher/in (Ausbildung)"
"700";"Dompteur/Dompteuse"
"205";"Dorfhelfer/in"
"700";"Dozent/in - Hochschulen und Akademien"
"700";"Dozent/in - Waldorflehrerseminar"
"403";"Dramaturg/in"
"105";"Dramaturg/in (Ausbildung)"
"301";"Dramaturgie (grundständig)"
"302";"Dramaturgie (weiterführend)"
"401";"Drechsler- bzw. Elfenbeinschnitzer- und Holzspielzeugmachermeister/in/Bachelor Professional im Drechsler-(Elfenbeinschnitzer-) und Holzspielzeugmacher-Handwerk"
"101";"Drechsler/in (Elfenbeinschnitzer/in) - Drechseln"
"101";"Drechsler/in (Elfenbeinschnitzer/in) - Elfenbeinschnitzen"
"105";"Drehbuchautor/in"
"101";"Drogist/in"
"301";"Druck-, Medientechnik (grundständig)"
"302";"Druck-, Medientechnik (weiterführend)"
"401";"Druckermeister/in/Bachelor Professional im Drucker-Handwerk"
"700";"Duty-Officer"
"700";"E-Bike-Servicetechniker/in"
"700";"E-Commerce-Manager/in"
"700";"E-Government-Consultant"
"700";"E-Learning-Autor/in"
"700";"E-Mail-Agent/in"
"700";"E-Mail-Marketing-Manager/in"
"700";"E-Sports-Manager/in"
"205";"EDV-Fachkraft"
"700";"ESG-Manager/in"
"101";"Edelsteinfasser/in"
"401";"Edelsteinschleifer- und Edelsteingraveurmeister/in/Bachelor Professional im Edelsteinschleifer- und Edelsteingraveur-Handwerk"
"101";"Edelsteinschleifer/in - Edelsteingravieren"
"101";"Edelsteinschleifer/in - Edelsteinschleifen"
"101";"Edelsteinschleifer/in - Industriediamantschleifen"
"101";"Edelsteinschleifer/in - Schmuckdiamantschleifen"
"302";"Editionswissenschaft (weiterführend)"
"403";"Editionswissenschaftler/in"
"700";"Ehrenamtskoordinator/in"
"700";"Einkäufer/in"
"401";"Einrichtungsfachberater/in/Bachelor Professional in Wirtschaft"
"700";"Einsatzleiter/in (Feuerwehr)"
"700";"Einsatzleiter/in (Rettungsdienst)"
"700";"Einsatzleiter/in (Sicherheitsgewerbe)"
"101";"Eisenbahner/in - Betriebsdienst - Lokführer/in und Transport"
"101";"Eisenbahner/in - Zugverkehrssteuerung"
"700";"Eislauflehrer/in"
"101";"Elektroanlagenmonteur/in"
"700";"Elektrofachkraft für festgelegte Tätigkeiten"
"401";"Elektromaschinenbauermeister/in/Bachelor Professional im Elektromaschinenbauer-Handwerk"
"301";"Elektromobilität (grundständig)"
"302";"Elektromobilität (weiterführend)"
"101";"Elektroniker/in - Automatisierungs- und Systemtechnik"
"101";"Elektroniker/in - Automatisierungstechnik"
"101";"Elektroniker/in - Betriebstechnik"
"101";"Elektroniker/in - Energie- und Gebäudetechnik"
"101";"Elektroniker/in - Gebäude- und Infrastruktursysteme"
"101";"Elektroniker/in - Gebäudesystemintegration"
"101";"Elektroniker/in - Geräte und Systeme"
"101";"Elektroniker/in - Informations- und Systemtechnik"
"101";"Elektroniker/in - Maschinen und Antriebstechnik (BBiG)"
"101";"Elektroniker/in - Maschinen und Antriebstechnik (HwO)"
"700";"Elektroniker/in - Prüffeld"
"700";"Elektroschweißer/in"
"301";"Elektrotechnik (grundständig)"
"302";"Elektrotechnik (weiterführend)"
"401";"Elektrotechnikermeister/in/Bachelor Professional im Elektrotechniker-Handwerk"
"700";"Elektrotechniksachverständige/r"
"102";"Elektrotechnische/r Assistent/in"
"700";"Embedded-Systems-Entwickler/in"
"700";"Empfangschef/in (Hotel)"
"700";"Empfangskraft"
"700";"Empfangsmitarbeiter/in (Hotel)"
"700";"Employer-Branding-Manager/in"
"301";"Energie-, Ressourcenmanagement (grundständig)"
"302";"Energie-, Ressourcenmanagement (weiterführend)"
"403";"Energiemanager/in"
"301";"Energietechnik (grundständig)"
"302";"Energietechnik (weiterführend)"
"102";"Ensembleleiter/in"
"700";"Entertainer/in"
"700";"Entroster/in"
"700";"Entwickler/in - Datenvisualisierung"
"700";"Entwickler/in - Drohnen"
"302";"Entwicklungsforschung, -politik (weiterführend)"
"700";"Entwicklungstechniker/in"
"403";"Epidemiologe/Epidemiologin"
"302";"Epidemiologie (weiterführend)"
"700";"Epithetiker/in"
"700";"Erdbewegungsmaschinenführer/in"
"102";"Ergotherapeut/in (Ausbildung)"
"301";"Ergotherapie (grundständig)"
"301";"Erneuerbare Energien (grundständig)"
"302";"Erneuerbare Energien (weiterführend)"
"700";"Ernährungs- und Fitnessberater/in (Gesundheit/Sport)"
"205";"Ernährungsberater/in"
"301";"Ernährungswissenschaft, Ökotrophologie (grundständig)"
"302";"Ernährungswissenschaft, Ökotrophologie (weiterführend)"
"700";"Erodierer/in"
"205";"Erste/r Nautische/r Schiffsoffizier/in"
"102";"Erzieher/in"
"102";"Erzieher/in - Jugend- und Heimerziehung"
"301";"Erziehungs-, Bildungswissenschaft (grundständig)"
"302";"Erziehungs-, Bildungswissenschaft (weiterführend)"
"700";"Erziehungsberater/in"
"101";"Estrichleger/in"
"401";"Estrichlegermeister/in/Bachelor Professional im Estrichleger-Handwerk"
"700";"Ethical Hacker"
"103";"Eurokaufmann/-frau (doppelt qualifizierende Ausbildung)"
"301";"Eurythmie (grundständig)"
"302";"Eurythmie (weiterführend)"
"105";"Eurythmielehrer/in"
"403";"Eurythmist/in"
"700";"Eutonietherapeut/in"
"700";"Evangelische/r Pfarrer/in"
"301";"Event-Management (grundständig)"
"403";"Event-Manager/in"
"105";"Event-Manager/in (Ausbildung)"
"700";"Expansionsmanager/in"
"700";"Expedient/in"
"700";"FMEA-Moderator/in"
"401";"Fachagrarwirt/in - Baumpflege/Bachelor Professional Baumpflege"
"205";"Fachagrarwirt/in - Besamungswesen"
"205";"Fachagrarwirt/in - Erneuerbare Energien/Biomasse"
"205";"Fachagrarwirt/in - Head-Greenkeeper/in"
"205";"Fachagrarwirt/in - Klauenpflege"
"205";"Fachagrarwirt/in - Sport- und Golfplatzpflege"
"205";"Fachaltenpfleger/in - Onkologie"
"205";"Fachaltenpfleger/in - Palliativ- und Hospizpflege"
"205";"Fachaltenpfleger/in - Psychiatrie"
"205";"Fachaltenpfleger/in - klinische Geriatrie/Rehabilitation"
"101";"Fachangestellte/r - Arbeitsmarktdienstleistungen"
"101";"Fachangestellte/r - Bäderbetriebe"
"101";"Fachangestellte/r - Markt- und Sozialforschung"
"101";"Fachangestellte/r - Medien- und Informationsdienste - Archiv"
"101";"Fachangestellte/r - Medien- und Informationsdienste - Bibliothek"
"101";"Fachangestellte/r - Medien- und Informationsdienste - Bildagentur"
"101";"Fachangestellte/r - Medien- und Informationsdienste - Information und Dokumentation"
"101";"Fachangestellte/r - Medien- und Informationsdienste - Medizinische Dokumentation"
"404";"Fachanwalt/-anwältin"
"404";"Fachapotheker/in"
"404";"Facharzt/-ärztin - Allgemeinchirurgie"
"404";"Facharzt/-ärztin - Allgemeinmedizin (Hausarzt/-ärztin)"
"404";"Facharzt/-ärztin - Anatomie"
"404";"Facharzt/-ärztin - Anästhesiologie"
"404";"Facharzt/-ärztin - Arbeitsmedizin"
"404";"Facharzt/-ärztin - Augenheilkunde"
"404";"Facharzt/-ärztin - Biochemie"
"404";"Facharzt/-ärztin - Frauenheilkunde und Geburtshilfe"
"404";"Facharzt/-ärztin - Gefäßchirurgie"
"404";"Facharzt/-ärztin - Hals-Nasen-Ohrenheilkunde"
"404";"Facharzt/-ärztin - Haut- und Geschlechtskrankheiten"
"404";"Facharzt/-ärztin - Herzchirurgie"
"404";"Facharzt/-ärztin - Humangenetik"
"404";"Facharzt/-ärztin - Hygiene und Umweltmedizin"
"404";"Facharzt/-ärztin - Innere Medizin"
"404";"Facharzt/-ärztin - Innere Medizin und Angiologie"
"404";"Facharzt/-ärztin - Innere Medizin und Endokrinologie und Diabetologie"
"404";"Facharzt/-ärztin - Innere Medizin und Gastroenterologie"
"404";"Facharzt/-ärztin - Innere Medizin und Hämatologie und Onkologie"
"404";"Facharzt/-ärztin - Innere Medizin und Infektiologie"
"404";"Facharzt/-ärztin - Innere Medizin und Kardiologie"
"404";"Facharzt/-ärztin - Innere Medizin und Nephrologie"
"404";"Facharzt/-ärztin - Innere Medizin und Pneumologie"
"404";"Facharzt/-ärztin - Innere Medizin und Rheumatologie"
"404";"Facharzt/-ärztin - Kinder- und Jugendchirurgie"
"404";"Facharzt/-ärztin - Kinder- und Jugendmedizin"
"404";"Facharzt/-ärztin - Kinder- und Jugendpsychiatrie und -psychotherapie"
"404";"Facharzt/-ärztin - Klinische Pharmakologie"
"404";"Facharzt/-ärztin - Laboratoriumsmedizin"
"404";"Facharzt/-ärztin - Mikrobiologie, Virologie und Infektionsepidemiologie"
"404";"Facharzt/-ärztin - Mund-Kiefer-Gesichtschirurgie"
"404";"Facharzt/-ärztin - Neurochirurgie"
"404";"Facharzt/-ärztin - Neurologie"
"404";"Facharzt/-ärztin - Neuropathologie"
"404";"Facharzt/-ärztin - Nuklearmedizin"
"404";"Facharzt/-ärztin - Orthopädie und Unfallchirurgie"
"404";"Facharzt/-ärztin - Pathologie"
"404";"Facharzt/-ärztin - Pharmakologie und Toxikologie"
"404";"Facharzt/-ärztin - Phoniatrie und Pädaudiologie"
"404";"Facharzt/-ärztin - Physikalische/Rehabilitative Medizin"
"404";"Facharzt/-ärztin - Physiologie"
"404";"Facharzt/-ärztin - Plastische, Rekonstruktive und Ästhetische Chirurgie"
"404";"Facharzt/-ärztin - Psychiatrie und Psychotherapie"
"404";"Facharzt/-ärztin - Psychosomatische Medizin und Psychotherapie"
"404";"Facharzt/-ärztin - Radiologie"
"404";"Facharzt/-ärztin - Radioonkologie und Strahlentherapie"
"404";"Facharzt/-ärztin - Rechtsmedizin"
"404";"Facharzt/-ärztin - Thoraxchirurgie"
"404";"Facharzt/-ärztin - Transfusionsmedizin"
"404";"Facharzt/-ärztin - Urologie"
"404";"Facharzt/-ärztin - Viszeralchirurgie"
"404";"Facharzt/-ärztin - Öffentliches Gesundheitswesen"
"204";"Fachassistent/in Digitalisierung und IT-Prozesse"
"204";"Fachassistent/in Land- und Forstwirtschaft"
"204";"Fachassistent/in Lohn und Gehalt"
"204";"Fachassistent/in Rechnungswesen und Controlling"
"205";"Fachbauleiter/in - Tischlerhandwerk"
"700";"Fachberater/in - Altenhilfe"
"700";"Fachberater/in - Bau- und Heimwerkermärkte"
"700";"Fachberater/in - Farben, Lacke und Kunststoffe"
"204";"Fachberater/in - Finanzdienstleistungen"
"103";"Fachberater/in - Integrierte Systeme (doppelt qualifizierende Ausbildung)"
"103";"Fachberater/in - Softwaretechniken (doppelt qualifizierende Ausbildung)"
"205";"Fachhauswirtschafter/in"
"404";"Fachhumangenetiker/in"
"101";"Fachinformatiker/in - Anwendungsentwicklung"
"101";"Fachinformatiker/in - Daten- und Prozessanalyse"
"101";"Fachinformatiker/in - Digitale Vernetzung"
"101";"Fachinformatiker/in - Systemintegration"
"204";"Fachkaufmann/-frau - Personal"
"205";"Fachkinderkrankenpfleger/in - Hygiene"
"205";"Fachkinderkrankenpfleger/in - Intensivpflege/Anästhesie"
"205";"Fachkinderkrankenpfleger/in - Intermediate Care"
"205";"Fachkinderkrankenpfleger/in - Nephrologie"
"205";"Fachkinderkrankenpfleger/in - Notfallpflege"
"205";"Fachkinderkrankenpfleger/in - Onkologie"
"205";"Fachkinderkrankenpfleger/in - Operations-/Endoskopiedienst"
"205";"Fachkinderkrankenpfleger/in - Palliativ-/Hospizpflege"
"205";"Fachkinderkrankenpfleger/in - Psychiatrie"
"205";"Fachkinderkrankenpfleger/in - Rehabilitation/Langzeitpflege"
"101";"Fachkraft - Agrarservice"
"205";"Fachkraft - Arbeits- und Berufsförderung"
"205";"Fachkraft - Arbeitssicherheit"
"105";"Fachkraft - Beauty und Wellness"
"205";"Fachkraft - Blinden- und Sehbehindertenrehabilitation"
"205";"Fachkraft - Brennereiwesen"
"205";"Fachkraft - Caravantechnik"
"700";"Fachkraft - Demontage"
"204";"Fachkraft - EDV-gestützte Unternehmensführung"
"101";"Fachkraft - Fahrbetrieb"
"101";"Fachkraft - Fruchtsafttechnik"
"205";"Fachkraft - Frühe Hilfen"
"101";"Fachkraft - Gastronomie"
"205";"Fachkraft - Gebäudetechnik"
"101";"Fachkraft - Hafenlogistik"
"101";"Fachkraft - Holz- und Bautenschutzarbeiten"
"102";"Fachkraft - Hygieneüberwachung"
"101";"Fachkraft - Kurier-, Express- und Postdienstleistungen"
"101";"Fachkraft - Küche"
"101";"Fachkraft - Lagerlogistik"
"101";"Fachkraft - Lebensmitteltechnik"
"101";"Fachkraft - Lederherstellung und Gerbereitechnik"
"101";"Fachkraft - Lederverarbeitung"
"205";"Fachkraft - Logistik/Materialwirtschaft"
"205";"Fachkraft - Mechatronik"
"105";"Fachkraft - Medizinprodukteaufbereitung"
"101";"Fachkraft - Metalltechnik - Konstruktionstechnik"
"101";"Fachkraft - Metalltechnik - Montagetechnik"
"101";"Fachkraft - Metalltechnik - Umform- und Drahttechnik"
"101";"Fachkraft - Metalltechnik - Zerspanungstechnik"
"101";"Fachkraft - Möbel-, Küchen- und Umzugsservice"
"205";"Fachkraft - Qualitätssicherung/-management"
"101";"Fachkraft - Schutz und Sicherheit"
"700";"Fachkraft - Sprachförderung"
"101";"Fachkraft - Straßen- und Verkehrstechnik"
"105";"Fachkraft - Textverarbeitung"
"101";"Fachkraft - Veranstaltungstechnik"
"101";"Fachkraft - Wasserwirtschaft"
"205";"Fachkraft - innovative Fahrzeugaufbereitung"
"205";"Fachkraft - landwirtschaftlicher Haushalt"
"205";"Fachkraft Bodenverkehrsdienst im Luftverkehr"
"205";"Fachkrankenpfleger/in - Hygiene"
"205";"Fachkrankenpfleger/in - Intensivpflege/Anästhesie"
"205";"Fachkrankenpfleger/in - Intermediate Care"
"205";"Fachkrankenpfleger/in - Klinische Geriatrie"
"205";"Fachkrankenpfleger/in - Nephrologie"
"205";"Fachkrankenpfleger/in - Notfallpflege"
"205";"Fachkrankenpfleger/in - Onkologie"
"205";"Fachkrankenpfleger/in - Operations-/Endoskopiedienst"
"205";"Fachkrankenpfleger/in - Palliativ- und Hospizpflege"
"205";"Fachkrankenpfleger/in - Psychiatrie"
"205";"Fachkrankenpfleger/in - Rehabilitation/Langzeitpflege"
"101";"Fachlagerist/in"
"700";"Fachlehrer/in - Forstliche Bildungszentren"
"205";"Fachlehrkraft - Förderschulen"
"205";"Fachlehrkraft - berufliche/allgemeinbildende Schulen"
"102";"Fachlehrkraft - musisch-technische Fächer"
"205";"Fachleiter/in - Dach-, Wand- und Abdichtungstechnik"
"700";"Fachleiter/in - allgemeinbildende Schulen"
"204";"Fachmann/-frau - Bürokommunikation"
"205";"Fachmann/-frau - Gebäudebewirtschaftung"
"101";"Fachmann/-frau - Restaurants und Veranstaltungsgastronomie"
"101";"Fachmann/-frau - Systemgastronomie"
"204";"Fachmann/-frau - Versicherungsvermittlung"
"204";"Fachmann/-frau für kaufmännische Betriebsführung (HwO)"
"205";"Fachpflegekraft - Psychiatrie"
"205";"Fachplaner/in - Energie- und Gebäudetechnik"
"104";"Fachpraktiker/in - Näherei, Schneiderei (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in Küche (Beikoch) (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Anlagenmechaniker SHK (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Buchbinderei (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Bäcker (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Büromanagement (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Bürstenherstellung (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Dachdecker (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Dialogmarketing (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Elektroniker (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Fahrzeugpflege (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Fleischer (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Floristik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Friseur (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Gebäudereiniger (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Hauswirtschaft und personenorientierte Serviceleistungen (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Hochbaufacharbeiter (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Holzverarbeitung (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für IT Systemelektronik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für IT Systemintegration (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Industriemechanik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Karosserie- und Fahrzeugbaumechanik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Kfz-Mechatroniker (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Konstruktionsmechanik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Kreislauf- und Abfallwirtschaft (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Lagerlogistik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Land- und Baumaschinenmechatronik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Landwirt (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Maler und Lackierer (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Medientechnologie Druck (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Medientechnologie Druckverarbeitung (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Metallbau (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Metalltechnik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Möbel-, Küchen- und Umzugsservice (§66BBiG/§42rHwO)"
"104";"Fachpraktiker/in für Orthopädietechnik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Pferdewirt (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Service in sozialen Einrichtungen (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Technisches Produktdesign (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Textilreiniger (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Tiefbaufacharbeiter (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Tierpflege (Heim und Pension) (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Winzer (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Zerspanungsmechanik (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für Zweiradmechatroniker (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in für elektronische Geräte und Systeme (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Ausbaufachwerk (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Gartenbau (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Gastgewerbe (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Gebäudeservice (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Gesundheitswesen (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Nahrungsmittelverkauf (§66 BBiG/§42r HwO)"
"104";"Fachpraktiker/in im Verkauf (§66 BBiG/§42r HwO)"
"404";"Fachpsychotherapeut/in - Erwachsene"
"404";"Fachpsychotherapeut/in - Kinder und Jugendliche"
"404";"Fachpsychotherapeut/in - Neuropsychologische Psychotherapie"
"404";"Fachtierarzt/-ärztin"
"600";"Fachunteroffizier/in - Allgemeiner Fachdienst"
"600";"Fachunteroffizier/in - Militärmusikdienst"
"600";"Fachunteroffizier/in - Sanitätsdienst"
"700";"Fachverkäufer/in - Bürobedarf"
"700";"Fachverkäufer/in - Drogeriewaren"
"700";"Fachverkäufer/in - Elektro/Sanitär/Heizung/Installation"
"700";"Fachverkäufer/in - Elektronik"
"700";"Fachverkäufer/in - Fotobedarf"
"700";"Fachverkäufer/in - Geschenkartikel"
"700";"Fachverkäufer/in - Haushaltswaren"
"700";"Fachverkäufer/in - Kfz-Zubehör, Reifen"
"700";"Fachverkäufer/in - Kosmetik und Körperpflege"
"700";"Fachverkäufer/in - Kraftfahrzeuge"
"101";"Fachverkäufer/in - Lebensmittelhandwerk (Bäckerei)"
"101";"Fachverkäufer/in - Lebensmittelhandwerk (Fleischerei)"
"101";"Fachverkäufer/in - Lebensmittelhandwerk (Konditorei)"
"700";"Fachverkäufer/in - Lederwaren"
"700";"Fachverkäufer/in - Medizintechnik und medizinische Einrichtungen"
"700";"Fachverkäufer/in - Nahrungsmittel"
"700";"Fachverkäufer/in - Reform- und Diätwaren"
"700";"Fachverkäufer/in - Sanitätsfachhandel"
"700";"Fachverkäufer/in - Schmuck, Uhren, Gold- und Silberwaren"
"700";"Fachverkäufer/in - Schuhe"
"700";"Fachverkäufer/in - Spielwaren"
"700";"Fachverkäufer/in - Sportartikel"
"700";"Fachverkäufer/in - Textilien, Bekleidung"
"700";"Fachverkäufer/in - Zoobedarf und Heimtierverkauf"
"700";"Fachverkäufer/in - Zweiradhandel"
"104";"Fachwerker/in - Feinwerktechnik (§66 BBiG/§42r HwO)"
"401";"Fachwirt/in - Außenwirtschaft/Bachelor Professional in Foreign Trade"
"204";"Fachwirt/in - Bahnbetrieb"
"204";"Fachwirt/in - Bank"
"204";"Fachwirt/in - Bau"
"204";"Fachwirt/in - Bestattungswesen"
